Date: 2020-05-08 14:46:46

Measuring points
Start X: 210
End X: 234
Start Y: 120
End Y: 135
Z level: 4
Step size: 0
Start angle: 0
Stop angle: 0
Angle step: 0

Frequency;Amplitude
1539440000;9,4317
1539443075;9,5277
1539446150;10,1547
1539449225;9,9247
1539452300;9,6717
1539455375;9,7967
1539458450;9,9207
1539461525;9,3297
1539464600;10,5507
1539467675;10,2697
1539470750;10,1227
1539473825;9,5737
1539476900;10,4957
1539479975;9,6237
1539483050;9,9507
1539486125;10,4497
1539489200;10,6987
1539492275;9,2837
1539495350;9,7527
1539498425;9,5627
1539501500;9,7707
1539504575;11,8747
1539507650;16,4297
1539510725;15,8957
1539513800;9,9047
1539516875;10,1007
1539519950;10,4137
1539523025;10,6537
1539526100;9,4837
1539529175;9,6607
1539532250;9,6647
1539535325;9,8637
1539538400;10,8537
1539541475;9,6997
1539544550;9,6997
1539547625;10,4047
1539550700;10,4997
1539553775;9,8057
1539556850;10,3017
1539559925;9,3667
1539563000;9,2377
1539566075;10,0607
1539569150;10,5047
1539572225;9,9227
1539575300;10,0147
1539578375;12,4787
1539581450;16,7247
1539584525;16,1797
1539587600;11,2187
1539590675;9,3757
1539593750;9,4037
1539596825;10,7357
1539599900;10,9107
1539602975;9,8747
1539606050;10,2697
1539609125;9,6147
1539612200;10,3477
1539615275;10,3017
1539618350;9,6587
1539621425;10,1917
1539624500;10,9407
1539627575;9,5097
1539630650;10,4917
1539633725;10,4067
1539636800;10,4477
1539639875;9,4637
1539642950;10,0597
1539646025;9,0737
1539649100;11,2737
1539652175;12,4697
1539655250;17,5787
1539658325;17,5757
1539661400;10,6417
1539664475;9,5997
1539667550;9,7707
1539670625;11,3897
1539673700;10,2517
1539676775;10,2467
1539679850;9,8477
1539682925;10,5827
1539686000;10,6047
1539689075;9,8767
1539692150;9,7547
1539695225;9,4317
1539698300;9,7617
1539701375;9,8737
1539704450;10,2517
1539707525;9,9487
1539710600;9,3177
1539713675;9,7727
1539716750;9,6187
1539719825;9,8127
1539722900;10,7107
1539725975;12,0487
1539729050;18,8437
1539732125;18,4877
1539735200;10,9567
1539738275;9,4057
1539741350;10,1987
1539744425;9,6997
1539747500;10,8037
1539750575;9,5647
1539753650;9,9947
1539756725;9,0197
1539759800;9,3247
1539762875;10,0537
1539765950;9,9727
1539769025;10,7417
1539772100;10,0707
1539775175;10,1957
1539778250;9,5727
1539781325;9,1747
