Date: 2020-05-08 12:46:28

Measuring points
Start X: 210
End X: 234
Start Y: 120
End Y: 135
Z level: 4
Step size: 0
Start angle: 0
Stop angle: 0
Angle step: 0

Frequency;Amplitude
1539440000;9,5077
1539443075;10,0147
1539446150;9,6627
1539449225;10,2497
1539452300;9,6647
1539455375;9,9067
1539458450;10,2077
1539461525;9,9687
1539464600;9,8197
1539467675;10,4847
1539470750;10,3527
1539473825;9,6767
1539476900;10,6357
1539479975;9,9567
1539483050;10,3607
1539486125;9,7767
1539489200;9,6097
1539492275;10,2407
1539495350;9,8657
1539498425;10,1067
1539501500;9,7687
1539504575;11,4317
1539507650;15,7417
1539510725;15,4157
1539513800;10,9017
1539516875;9,7177
1539519950;9,9047
1539523025;9,9137
1539526100;9,6037
1539529175;9,5137
1539532250;10,3477
1539535325;10,1117
1539538400;9,8747
1539541475;10,6507
1539544550;9,6647
1539547625;10,3457
1539550700;10,7357
1539553775;10,4117
1539556850;10,1647
1539559925;9,7677
1539563000;9,9937
1539566075;10,5417
1539569150;10,0447
1539572225;9,9227
1539575300;10,3177
1539578375;11,9187
1539581450;15,9857
1539584525;15,0697
1539587600;10,0697
1539590675;11,0167
1539593750;10,0167
1539596825;9,3637
1539599900;8,9317
1539602975;10,1927
1539606050;9,8267
1539609125;9,9707
1539612200;10,1067
1539615275;9,8267
1539618350;10,1187
1539621425;9,5737
1539624500;9,5117
1539627575;10,1227
1539630650;9,6657
1539633725;9,9197
1539636800;9,8197
1539639875;10,1007
1539642950;10,8637
1539646025;10,2407
1539649100;10,6517
1539652175;10,9697
1539655250;16,2157
1539658325;16,2817
1539661400;10,1487
1539664475;10,6857
1539667550;10,5437
1539670625;10,1097
1539673700;10,1897
1539676775;9,2617
1539679850;9,9087
1539682925;9,3337
1539686000;10,3457
1539689075;9,6657
1539692150;10,2697
1539695225;9,1257
1539698300;9,6717
1539701375;9,8067
1539704450;9,8657
1539707525;9,8587
1539710600;9,5737
1539713675;10,3047
1539716750;9,9527
1539719825;10,0497
1539722900;9,9947
1539725975;13,0017
1539729050;16,8187
1539732125;17,2167
1539735200;9,7637
1539738275;9,0147
1539741350;10,3587
1539744425;9,6257
1539747500;9,6057
1539750575;9,5667
1539753650;10,1617
1539756725;9,9707
1539759800;10,1927
1539762875;9,6537
1539765950;10,1927
1539769025;9,8647
1539772100;10,1017
1539775175;9,7757
1539778250;10,2547
1539781325;10,3097
1539784400;10,2027
1539787475;10,3027
1539790550;11,9197
1539793625;9,5177
1539796700;9,9627
1539799775;13,5117
1539802850;17,8467
1539805925;17,7567
1539809000;10,5977
1539812075;10,9117
1539815150;10,3487
1539818225;10,1037
1539821300;9,6047
1539824375;10,0017
1539827450;10,3467
1539830525;10,1177
1539833600;10,5017
1539836675;10,5407
1539839750;10,0487
1539842825;9,6547
1539845900;10,2657
1539848975;9,5307
1539852050;9,6297
1539855125;9,6747
1539858200;10,3517
1539861275;9,9457
1539864350;10,7887
1539867425;9,1287
1539870500;9,5047
1539873575;12,7707
1539876650;17,6517
1539879725;18,1147
1539882800;12,5827
1539885875;9,5587
1539888950;10,4577
1539892025;10,4417
1539895100;9,5157
1539898175;10,5907
1539901250;10,2567
1539904325;10,1957
1539907400;9,7987
1539910475;9,5607
1539913550;10,9957
1539916625;9,3307
1539919700;9,7757
1539922775;9,3307
1539925850;11,0997
1539928925;10,5107
1539932000;9,9087
1539935075;9,3087
1539938150;10,1147
1539941225;9,9187
1539944300;10,8627
1539947375;14,4957
1539950450;22,8497
1539953525;23,4787
1539956600;15,9987
1539959675;10,0707
1539962750;9,3037
1539965825;10,5957
1539968900;9,7677
1539971975;10,7357
1539975050;9,7237
1539978125;10,1167
1539981200;9,8187
1539984275;9,9717
1539987350;9,4687
1539990425;10,2467
1539993500;9,9717
1539996575;9,9017
1539999650;10,3057
1540002725;10,0477
1540005800;10,5867
1540008875;9,8047
1540011950;9,8247
1540015025;12,0457
1540018100;15,3337
1540021175;25,5547
1540024250;34,9587
1540027325;36,1897
1540030400;30,6997
1540033475;18,6317
1540036550;17,2377
1540039625;16,6957
1540042700;12,4817
1540045775;10,2097
1540048850;9,7667
1540051925;10,0967
1540055000;10,6827
1540058075;9,6747
1540061150;9,9077
1540064225;9,6977
1540067300;9,2357
1540070375;9,2677
1540073450;9,3797
1540076525;10,9997
1540079600;9,6767
1540082675;10,4537
1540085750;9,6127
1540088825;9,8937
1540091900;10,9047
1540094975;12,3817
1540098050;21,9647
1540101125;24,4697
1540104200;19,0027
1540107275;11,0507
1540110350;9,8247
1540113425;9,6107
1540116500;9,7007
1540119575;10,2167
1540122650;10,0097
1540125725;9,6127
1540128800;10,3027
1540131875;9,8067
1540134950;9,5507
1540138025;9,8477
1540141100;10,1947
1540144175;10,6517
1540147250;10,9657
1540150325;8,8317
1540153400;9,6127
1540156475;10,2147
1540159550;9,1307
1540162625;10,0007
1540165700;9,8437
1540168775;10,4047
1540171850;16,3237
1540174925;17,4787
1540178000;15,7357
1540181075;9,6017
1540184150;9,4007
1540187225;10,3607
1540190300;9,4517
1540193375;9,6647
1540196450;10,7427
1540199525;10,1897
1540202600;9,7447
1540205675;9,8057
1540208750;10,6957
1540211825;9,9627
1540214900;9,8037
1540217975;9,8607
1540221050;9,6947
1540224125;10,8437
1540227200;9,4097
1540230275;10,6957
1540233350;10,1617
1540236425;10,4467
1540239500;10,1897
1540242575;10,4397
1540245650;16,4117
1540248725;19,6347
1540251800;16,7087
1540254875;10,0977
1540257950;9,0257
1540261025;9,5067
1540264100;9,8717
1540267175;9,9087
1540270250;10,2467
1540273325;10,5017
1540276400;10,0047
1540279475;10,0417
1540282550;10,3357
1540285625;9,5597
1540288700;10,5477
1540291775;9,8037
1540294850;10,9667
1540297925;10,1197
1540301000;10,3497
1540304075;10,2377
1540307150;9,7517
1540310225;9,0707
1540313300;10,0687
1540316375;10,4507
1540319450;14,7477
1540322525;17,5237
1540325600;16,0747
1540328675;9,6597
1540331750;10,4537
1540334825;9,5477
1540337900;10,0567
1540340975;10,0617
1540344050;10,7397
1540347125;9,6247
1540350200;9,6047
1540353275;9,4287
1540356350;10,0027
1540359425;9,3527
1540362500;10,1177
1540365575;10,8327
1540368650;9,8207
1540371725;10,6477
1540374800;9,4627
1540377875;11,0677
1540380950;10,2097
1540384025;10,7427
1540387100;9,7077
1540390175;9,7127
1540393250;13,1837
1540396325;16,8537
1540399400;15,0557
1540402475;10,5077
1540405550;9,7197
1540408625;9,7737
1540411700;9,6687
1540414775;9,6247
1540417850;9,2607
1540420925;10,6967
1540424000;10,5127
1540427075;9,8997
1540430150;11,7687
1540433225;10,2947
1540436300;9,5677
1540439375;10,2617
1540442450;9,7947
1540445525;9,2237
1540448600;9,3527
1540451675;9,1667
1540454750;10,2637
1540457825;9,4737
1540460900;9,5697
