Date: 2020-05-06 16:55:59

Measuring points
Start X: 207
End X: 264
Start Y: 126
End Y: 144
Z level: 4
Step size: 0
Start angle: 0
Stop angle: 0
Angle step: 0

Frequency;Amplitude
1539440000;9,8657
1539443075;10,0147
1539446150;9,4057
1539449225;10,2697
1539452300;10,6597
1539455375;9,7127
1539458450;9,6107
1539461525;9,7567
1539464600;10,0237
1539467675;11,4927
1539470750;9,6557
1539473825;9,7227
1539476900;9,9987
1539479975;9,8457
1539483050;9,1737
1539486125;9,8087
1539489200;9,4707
1539492275;9,8177
1539495350;9,5667
1539498425;9,8517
1539501500;9,9047
1539504575;10,1557
1539507650;16,3377
1539510725;15,8507
1539513800;9,3227
1539516875;9,7477
1539519950;9,6017
1539523025;9,3577
1539526100;9,9157
1539529175;9,6677
1539532250;9,4817
1539535325;10,0697
1539538400;9,5557
1539541475;9,3597
1539544550;9,5997
1539547625;9,9437
1539550700;9,8177
1539553775;9,9457
1539556850;10,3037
1539559925;9,9987
1539563000;9,1757
1539566075;9,9067
1539569150;10,0717
1539572225;9,7477
1539575300;9,8587
1539578375;9,7017
1539581450;16,3647
1539584525;16,3727
1539587600;8,9387
1539590675;9,6057
1539593750;10,0447
1539596825;10,3897
1539599900;9,1277
1539602975;10,0557
1539606050;10,0227
1539609125;9,5647
1539612200;10,0057
1539615275;9,1317
1539618350;9,6167
1539621425;9,7527
1539624500;9,6567
1539627575;9,2837
1539630650;9,8637
1539633725;10,3477
1539636800;10,4157
1539639875;9,4587
1539642950;11,3377
1539646025;10,6877
1539649100;9,8237
1539652175;12,1977
1539655250;16,2897
1539658325;16,7027
1539661400;9,3667
1539664475;9,9747
1539667550;10,0187
1539670625;10,4007
1539673700;10,0687
1539676775;9,8127
1539679850;9,9227
1539682925;9,5057
1539686000;10,5027
1539689075;10,5347
1539692150;9,3547
1539695225;8,9687
1539698300;9,3337
1539701375;10,9647
1539704450;8,7657
1539707525;9,8237
1539710600;8,9407
1539713675;10,3877
1539716750;9,8067
1539719825;9,9687
1539722900;10,0077
1539725975;10,1467
1539729050;15,8367
1539732125;16,2317
1539735200;11,7507
1539738275;9,9207
1539741350;8,9757
1539744425;9,9967
1539747500;9,7137
1539750575;9,6057
1539753650;9,5507
1539756725;9,4817
1539759800;9,8217
1539762875;10,1487
1539765950;10,4357
1539769025;9,8737
1539772100;9,9057
1539775175;9,0577
1539778250;9,5157
1539781325;10,1217
1539784400;9,3677
1539787475;11,0697
1539790550;12,4217
1539793625;10,1677
1539796700;9,9517
1539799775;10,6497
1539802850;17,7407
1539805925;18,4887
1539809000;12,9197
1539812075;10,0487
1539815150;8,6707
1539818225;10,6917
1539821300;9,7127
1539824375;9,5697
1539827450;10,4527
1539830525;10,0947
1539833600;10,5427
1539836675;10,1177
1539839750;9,8447
1539842825;9,2757
1539845900;9,9517
1539848975;9,7127
1539852050;9,6507
1539855125;10,7917
1539858200;10,1497
1539861275;10,3007
1539864350;9,7077
1539867425;10,4857
1539870500;10,8947
1539873575;9,6687
1539876650;16,1867
1539879725;17,8357
1539882800;12,5277
1539885875;9,4307
1539888950;9,6297
1539892025;9,8117
1539895100;9,9497
1539898175;9,9607
1539901250;10,8877
1539904325;9,6987
1539907400;10,5537
1539910475;9,8947
1539913550;9,4737
1539916625;9,5727
1539919700;9,3077
1539922775;9,2347
1539925850;9,3747
1539928925;9,6067
1539932000;9,6227
1539935075;8,9597
1539938150;9,0757
1539941225;9,6747
1539944300;10,9667
1539947375;11,2677
1539950450;17,2747
1539953525;19,4617
1539956600;15,0217
1539959675;9,2607
1539962750;10,0127
1539965825;9,7697
1539968900;9,8737
1539971975;9,9997
1539975050;10,0177
1539978125;9,5747
1539981200;9,6227
1539984275;9,6967
1539987350;9,8187
1539990425;9,9197
1539993500;9,8557
1539996575;9,0247
1539999650;11,2787
1540002725;10,2507
1540005800;9,7237
1540008875;11,0097
1540011950;9,4107
1540015025;9,1337
1540018100;10,7437
1540021175;21,6447
1540024250;31,6137
1540027325;40,0457
1540030400;39,9007
1540033475;25,5197
1540036550;12,4317
1540039625;9,0887
1540042700;10,5537
1540045775;9,8687
1540048850;9,7987
1540051925;9,3677
1540055000;9,6507
1540058075;9,8697
1540061150;9,0217
1540064225;9,2287
1540067300;10,1467
1540070375;11,1737
1540073450;9,7137
1540076525;10,2167
1540079600;9,8517
1540082675;9,7577
1540085750;9,9577
1540088825;10,6467
1540091900;9,4187
1540094975;11,0177
1540098050;15,7917
1540101125;19,3647
1540104200;18,0577
1540107275;10,2427
1540110350;10,0937
1540113425;9,6587
1540116500;10,8427
1540119575;9,6087
1540122650;9,7947
1540125725;9,4277
1540128800;9,4657
1540131875;9,7177
1540134950;11,2627
1540138025;9,8197
1540141100;9,2817
1540144175;9,5167
1540147250;10,3507
