Date: 2020-05-06 17:05:59

Measuring points
Start X: 207
End X: 264
Start Y: 126
End Y: 144
Z level: 4
Step size: 0
Start angle: 0
Stop angle: 0
Angle step: 0

Frequency;Amplitude
1539440000;10,1617
1539443075;10,8947
1539446150;9,9947
1539449225;10,2447
1539452300;9,6237
1539455375;9,6517
1539458450;9,1687
1539461525;10,3587
1539464600;9,0857
1539467675;9,3617
1539470750;9,3637
1539473825;11,3337
1539476900;10,6927
1539479975;9,9727
1539483050;9,8957
1539486125;9,9197
1539489200;9,9097
1539492275;10,1647
1539495350;9,9987
1539498425;9,5187
1539501500;9,8087
1539504575;10,1207
1539507650;13,9417
1539510725;13,7487
1539513800;10,8617
1539516875;10,3157
1539519950;9,6097
1539523025;9,7687
1539526100;9,8087
1539529175;9,8217
1539532250;9,9987
1539535325;9,9937
1539538400;10,4887
1539541475;9,9087
1539544550;9,8457
1539547625;9,7247
1539550700;9,8717
1539553775;11,7057
1539556850;10,1067
1539559925;10,4077
1539563000;11,0087
1539566075;9,4817
1539569150;9,4297
1539572225;9,3297
1539575300;9,5727
1539578375;10,3497
1539581450;17,4787
1539584525;16,7027
1539587600;9,7587
1539590675;9,5647
1539593750;9,5707
1539596825;10,4067
1539599900;10,0427
1539602975;9,7287
1539606050;9,5027
1539609125;10,6997
1539612200;9,8977
1539615275;11,6007
1539618350;9,9027
1539621425;10,2107
1539624500;10,4357
1539627575;10,5957
1539630650;10,5437
1539633725;9,8997
1539636800;9,4657
1539639875;10,7407
1539642950;9,3747
1539646025;9,9087
1539649100;10,4367
1539652175;10,5847
1539655250;13,0117
1539658325;13,8347
1539661400;10,1637
1539664475;10,6947
1539667550;10,4567
1539670625;10,0187
1539673700;9,4697
1539676775;9,9487
1539679850;11,5267
1539682925;9,9117
1539686000;9,6167
1539689075;10,5507
1539692150;9,1147
1539695225;9,7157
1539698300;9,3817
1539701375;10,7317
1539704450;10,1617
1539707525;9,2267
1539710600;9,7677
1539713675;9,2327
1539716750;9,7247
1539719825;10,8637
1539722900;9,1877
1539725975;12,4917
1539729050;17,5917
1539732125;18,1757
1539735200;11,7007
1539738275;9,7587
1539741350;9,6187
1539744425;9,6097
1539747500;9,4527
1539750575;9,5077
1539753650;9,8197
1539756725;10,2517
1539759800;9,6127
1539762875;10,0977
1539765950;9,3617
1539769025;10,8937
1539772100;10,9077
1539775175;10,2967
1539778250;9,4287
1539781325;9,6277
1539784400;9,4197
1539787475;10,5847
1539790550;11,9827
1539793625;10,4987
1539796700;9,9627
1539799775;10,6897
1539802850;17,0027
1539805925;16,6727
1539809000;10,4067
1539812075;10,2377
1539815150;10,8627
1539818225;9,6117
1539821300;10,2177
1539824375;9,7257
1539827450;9,1247
1539830525;9,5767
1539833600;10,2657
1539836675;10,1177
1539839750;9,7517
1539842825;10,0017
1539845900;9,7537
1539848975;9,5067
1539852050;9,4757
1539855125;9,9737
1539858200;9,5987
1539861275;10,2067
1539864350;10,6917
1539867425;9,5747
1539870500;9,5767
1539873575;10,7467
1539876650;18,4757
1539879725;19,6597
1539882800;15,1167
1539885875;10,3667
1539888950;11,1567
1539892025;9,7987
1539895100;9,8997
1539898175;10,3407
1539901250;9,6247
1539904325;10,0487
1539907400;9,9607
1539910475;9,8527
1539913550;9,6207
1539916625;10,3357
1539919700;9,7057
1539922775;10,1037
1539925850;9,9587
1539928925;9,8737
1539932000;9,6727
1539935075;10,8047
1539938150;10,1537
1539941225;9,7467
1539944300;10,6477
1539947375;10,6507
1539950450;20,8047
1539953525;21,8017
1539956600;17,1027
1539959675;10,5607
1539962750;9,9107
1539965825;10,3427
1539968900;10,4397
1539971975;9,4177
1539975050;9,9017
1539978125;9,8167
1539981200;10,1457
1539984275;9,8077
1539987350;10,3627
1539990425;9,7007
1539993500;9,5767
1539996575;9,6597
1539999650;10,5077
1540002725;9,2057
1540005800;9,1207
1540008875;10,2667
1540011950;10,9647
1540015025;9,1857
1540018100;11,3257
1540021175;20,7667
1540024250;32,2387
1540027325;35,4637
1540030400;31,5347
1540033475;16,4187
1540036550;10,0617
1540039625;10,3977
1540042700;10,1887
1540045775;10,0967
1540048850;10,2617
1540051925;9,6637
1540055000;10,4527
1540058075;9,9047
1540061150;10,2427
1540064225;9,8107
1540067300;9,9467
1540070375;9,5607
1540073450;12,5467
1540076525;9,6537
1540079600;10,4997
1540082675;9,7547
1540085750;9,6017
1540088825;9,7667
1540091900;10,6557
1540094975;10,5007
1540098050;15,4157
1540101125;20,7437
1540104200;19,8027
1540107275;11,6597
1540110350;10,3347
1540113425;9,0727
1540116500;10,6117
1540119575;10,3987
1540122650;10,1077
1540125725;9,3527
1540128800;10,0587
1540131875;10,4897
1540134950;10,1397
1540138025;9,5667
1540141100;8,9627
1540144175;10,7317
1540147250;9,8067
1540150325;9,6477
1540153400;9,8477
1540156475;9,9687
1540159550;9,8067
1540162625;10,2107
1540165700;9,8437
1540168775;10,8957
1540171850;16,3707
1540174925;19,7847
1540178000;17,7577
1540181075;9,5167
1540184150;9,5697
1540187225;10,8497
1540190300;10,2897
1540193375;10,5867
1540196450;9,8647
1540199525;10,1127
1540202600;10,3957
1540205675;9,6757
1540208750;9,7497
1540211825;12,4157
1540214900;12,1447
1540217975;10,9967
1540221050;10,5317
1540224125;9,7197
1540227200;10,0047
1540230275;9,9547
1540233350;9,6537
1540236425;9,9037
1540239500;10,7027
1540242575;10,2027
1540245650;13,0107
1540248725;15,4187
1540251800;13,4197
1540254875;10,1437
1540257950;9,6687
1540261025;10,0107
1540264100;8,8327
1540267175;9,4177
1540270250;9,8737
1540273325;9,5217
1540276400;10,3577
1540279475;10,2577
1540282550;10,3977
1540285625;9,6047
1540288700;9,7607
1540291775;10,0487
1540294850;10,2097
1540297925;9,9677
1540301000;9,8737
1540304075;9,2697
1540307150;10,0977
1540310225;9,8007
1540313300;9,6117
1540316375;10,1147
1540319450;13,3497
1540322525;19,2307
1540325600;18,3887
1540328675;10,1977
1540331750;9,1067
1540334825;10,0197
1540337900;9,3017
1540340975;9,6117
1540344050;9,6727
1540347125;9,7937
1540350200;10,1497
1540353275;10,9527
1540356350;9,5597
1540359425;10,0207
1540362500;9,3017
1540365575;9,7967
1540368650;10,0637
1540371725;9,7057
1540374800;9,8227
1540377875;10,1087
1540380950;9,9717
1540384025;11,2067
1540387100;9,6727
1540390175;10,2527
1540393250;10,2357
1540396325;14,6457
1540399400;14,5867
1540402475;9,9437
1540405550;9,3197
1540408625;10,6027
1540411700;10,4337
1540414775;10,1897
1540417850;9,9567
1540420925;9,9637
1540424000;9,5497
1540427075;10,8027
1540430150;9,7517
1540433225;9,3727
1540436300;9,7197
1540439375;9,0687
1540442450;8,9577
1540445525;9,1597
1540448600;9,4227
1540451675;9,7127
1540454750;9,5697
1540457825;9,5597
1540460900;9,0347
1540463975;9,9177
1540467050;11,7157
1540470125;16,6057
1540473200;18,0607
1540476275;8,9177
1540479350;10,3127
1540482425;9,2327
1540485500;9,1847
1540488575;10,4907
1540491650;9,4137
1540494725;9,2127
1540497800;9,5477
1540500875;9,4517
1540503950;9,7677
1540507025;10,0577
1540510100;9,0627
1540513175;9,7237
1540516250;9,6247
1540519325;10,1607
1540522400;9,8187
1540525475;9,5067
1540528550;9,5477
1540531625;10,1047
1540534700;9,6617
1540537775;9,6257
1540540850;10,2067
1540543925;13,8877
1540547000;13,9227
1540550075;9,4207
1540553150;10,1157
1540556225;9,8517
1540559300;9,7197
1540562375;9,9957
1540565450;10,3377
1540568525;11,0057
1540571600;10,7307
1540574675;10,6477
1540577750;10,1677
1540580825;9,8927
1540583900;9,8057
1540586975;10,2437
1540590050;11,7477
1540593125;9,6157
1540596200;10,0407
1540599275;9,8437
1540602350;9,5997
1540605425;10,3117
1540608500;10,8487
1540611575;9,8027
1540614650;11,4387
1540617725;14,5877
1540620800;14,8607
1540623875;9,4147
1540626950;9,7007
1540630025;9,4597
1540633100;10,0877
1540636175;9,7027
1540639250;9,6987
1540642325;9,2067
1540645400;9,3027
1540648475;9,4657
1540651550;9,3797
1540654625;10,3437
1540657700;9,7207
1540660775;9,9397
1540663850;9,8127
1540666925;9,3257
1540670000;9,3667
