Date: 2020-05-07 13:21:50

Measuring points
Start X: 207
End X: 264
Start Y: 126
End Y: 144
Z level: 4
Step size: 0
Start angle: 0
Stop angle: 0
Angle step: 0

Frequency;Amplitude
1539440000;9,6277
1539443075;11,7147
1539446150;10,6927
1539449225;9,4637
1539452300;9,5817
1539455375;9,4587
1539458450;9,5227
1539461525;9,7177
1539464600;9,7107
1539467675;9,4077
1539470750;9,2287
1539473825;9,4127
1539476900;10,1667
1539479975;9,5527
1539483050;9,9707
1539486125;9,8997
1539489200;10,9697
1539492275;9,4327
1539495350;10,1617
1539498425;9,9617
1539501500;9,7687
1539504575;9,6287
1539507650;11,8137
1539510725;10,6557
1539513800;11,0057
1539516875;10,2647
1539519950;10,9927
1539523025;9,8147
1539526100;9,5557
1539529175;10,2677
1539532250;9,7977
1539535325;10,4587
1539538400;9,9067
1539541475;9,7027
1539544550;9,8477
1539547625;9,4707
1539550700;10,1947
1539553775;10,4847
1539556850;9,5537
1539559925;9,8677
1539563000;10,6597
1539566075;10,0027
1539569150;10,7947
1539572225;9,5997
1539575300;9,4547
1539578375;10,0147
1539581450;13,9147
1539584525;14,0767
1539587600;9,7617
1539590675;10,5367
1539593750;10,4997
1539596825;10,0077
1539599900;9,5557
1539602975;9,8127
1539606050;10,8537
1539609125;9,4147
1539612200;9,2067
1539615275;9,9507
1539618350;10,8927
1539621425;9,7657
1539624500;9,4617
1539627575;9,6107
1539630650;10,8417
1539633725;9,7217
1539636800;9,8977
1539639875;10,1507
1539642950;9,5727
1539646025;10,4007
1539649100;10,1207
1539652175;11,2867
1539655250;15,4907
1539658325;16,1207
1539661400;9,5707
1539664475;9,2287
1539667550;10,2057
1539670625;9,3667
1539673700;9,8547
1539676775;9,6017
1539679850;9,2127
1539682925;11,2367
1539686000;10,4627
1539689075;10,6837
1539692150;9,5167
1539695225;9,7977
1539698300;10,3367
1539701375;10,1637
1539704450;9,8127
1539707525;9,8637
1539710600;9,3817
1539713675;9,7707
1539716750;10,5457
1539719825;9,2067
1539722900;10,0687
1539725975;13,8117
1539729050;13,6537
1539732125;13,6377
1539735200;9,8627
1539738275;9,6697
1539741350;9,5117
1539744425;9,9507
1539747500;10,0037
1539750575;10,4537
1539753650;10,3527
1539756725;10,2127
1539759800;9,8767
1539762875;9,8547
1539765950;9,3547
1539769025;9,2687
1539772100;10,9617
1539775175;10,1177
1539778250;10,1087
1539781325;10,4597
1539784400;9,2207
1539787475;12,3577
1539790550;12,9177
1539793625;9,7737
1539796700;10,1627
1539799775;9,7037
1539802850;13,3697
1539805925;14,2487
1539809000;10,1057
1539812075;9,4717
1539815150;11,2157
1539818225;10,0487
1539821300;10,4577
1539824375;9,6177
1539827450;9,2597
1539830525;9,4137
1539833600;9,7277
1539836675;10,0677
1539839750;9,9087
1539842825;9,1377
1539845900;9,7557
1539848975;9,0597
1539852050;9,6087
1539855125;9,8187
1539858200;9,4827
1539861275;9,1197
1539864350;9,6617
1539867425;9,9587
1539870500;9,6027
1539873575;10,8497
1539876650;14,8057
1539879725;16,0297
1539882800;9,2797
1539885875;10,0657
1539888950;10,2457
1539892025;9,9497
1539895100;10,2687
1539898175;10,3577
1539901250;10,2177
1539904325;10,5097
1539907400;8,9727
1539910475;9,7587
1539913550;10,7847
1539916625;9,6027
1539919700;9,5147
1539922775;9,2097
1539925850;9,2797
1539928925;9,3737
1539932000;9,8757
1539935075;9,9087
1539938150;9,9537
1539941225;9,1307
1539944300;9,1797
1539947375;15,9767
1539950450;23,7897
1539953525;24,3317
1539956600;15,1607
1539959675;10,1437
1539962750;9,1287
1539965825;9,1857
1539968900;9,3347
1539971975;9,7757
1539975050;10,7047
1539978125;10,1497
1539981200;8,9197
1539984275;9,7627
1539987350;9,8627
1539990425;9,3807
1539993500;10,4147
1539996575;9,6187
1539999650;9,9517
1540002725;9,6007
1540005800;9,8967
1540008875;10,4017
1540011950;10,0417
1540015025;10,2157
1540018100;21,7537
1540021175;27,3637
1540024250;36,5517
1540027325;37,5377
1540030400;32,1577
1540033475;14,4387
1540036550;10,6567
1540039625;10,4897
1540042700;10,4947
1540045775;9,2777
1540048850;10,1607
1540051925;10,9687
1540055000;11,2637
1540058075;10,3587
1540061150;10,0917
1540064225;10,2567
1540067300;9,8957
1540070375;9,8497
1540073450;9,2707
1540076525;10,2587
1540079600;10,2167
1540082675;9,9647
1540085750;9,9967
1540088825;10,4937
1540091900;10,7427
1540094975;14,9587
1540098050;23,5207
1540101125;25,4247
1540104200;19,7187
1540107275;9,9987
1540110350;9,2817
1540113425;10,3587
1540116500;9,5187
1540119575;10,0147
1540122650;10,1447
1540125725;9,1627
1540128800;10,2127
1540131875;9,4277
1540134950;9,2697
1540138025;8,8267
1540141100;9,8717
1540144175;10,7947
1540147250;9,1557
1540150325;9,9157
1540153400;10,1077
1540156475;10,3857
1540159550;10,2557
1540162625;9,9687
1540165700;9,7747
1540168775;11,1587
1540171850;13,2727
1540174925;15,0677
1540178000;10,7037
1540181075;9,8957
1540184150;10,3887
1540187225;9,4667
1540190300;9,3107
1540193375;9,7737
1540196450;9,6167
1540199525;9,8487
1540202600;10,2917
1540205675;9,6967
1540208750;10,5977
1540211825;10,1547
1540214900;10,6347
1540217975;9,8687
1540221050;10,3647
1540224125;9,5617
1540227200;10,4487
1540230275;9,9457
1540233350;9,6537
1540236425;10,0437
1540239500;9,1817
1540242575;10,1517
1540245650;11,5327
1540248725;15,4787
1540251800;11,9657
1540254875;9,6277
1540257950;9,2687
1540261025;9,2277
1540264100;10,1637
1540267175;10,5827
1540270250;9,3527
1540273325;9,5617
1540276400;10,2117
1540279475;10,1547
1540282550;9,7257
1540285625;9,4807
1540288700;9,1557
1540291775;9,8577
1540294850;9,4097
1540297925;9,5497
1540301000;10,4627
1540304075;10,1087
1540307150;10,0197
1540310225;9,9107
1540313300;9,8967
1540316375;10,0397
1540319450;12,2597
1540322525;16,9587
1540325600;16,1867
1540328675;10,4357
1540331750;9,1207
1540334825;9,9637
1540337900;10,5977
1540340975;9,3607
1540344050;9,2117
1540347125;10,7867
1540350200;9,3267
1540353275;10,1127
1540356350;9,5107
1540359425;9,8037
1540362500;9,4677
1540365575;9,1297
1540368650;10,3497
1540371725;9,7167
1540374800;8,7337
1540377875;10,7487
1540380950;11,2567
1540384025;9,6157
1540387100;9,7257
1540390175;9,6597
1540393250;13,5877
1540396325;15,5177
1540399400;15,0427
1540402475;9,5747
1540405550;9,8687
1540408625;10,4537
1540411700;9,8187
1540414775;10,0507
1540417850;9,2627
1540420925;8,8767
1540424000;9,5137
1540427075;9,6027
1540430150;9,9177
1540433225;9,7677
1540436300;9,6667
1540439375;10,3977
1540442450;11,0037
1540445525;9,8037
1540448600;9,2237
1540451675;9,6187
1540454750;9,3817
1540457825;9,0207
1540460900;9,6137
1540463975;9,2297
1540467050;12,1577
1540470125;10,9097
1540473200;9,8607
1540476275;10,6387
1540479350;9,6627
1540482425;9,3527
1540485500;9,9427
1540488575;9,6667
1540491650;9,3327
1540494725;10,1107
1540497800;9,3237
1540500875;9,9437
1540503950;10,6507
1540507025;8,6527
1540510100;9,6727
1540513175;10,5457
1540516250;10,1497
1540519325;9,7257
1540522400;10,2437
1540525475;11,3167
1540528550;9,0737
1540531625;8,8677
1540534700;9,6687
1540537775;10,1517
1540540850;9,9657
1540543925;13,4867
1540547000;13,3077
1540550075;9,7167
1540553150;10,1037
1540556225;9,2557
1540559300;10,4377
1540562375;10,2417
1540565450;10,2027
1540568525;9,3787
1540571600;9,3197
1540574675;9,7037
1540577750;10,3947
1540580825;9,1707
1540583900;9,7537
1540586975;9,3767
1540590050;9,5637
1540593125;9,7257
1540596200;9,9137
1540599275;10,1647
1540602350;10,7457
1540605425;9,9967
1540608500;10,1467
1540611575;10,2427
1540614650;10,7317
1540617725;11,5387
1540620800;11,5317
1540623875;9,1077
1540626950;10,6387
1540630025;9,9027
1540633100;10,0647
1540636175;10,4347
1540639250;9,5577
1540642325;9,5687
1540645400;10,0677
1540648475;9,9947
1540651550;9,8507
1540654625;10,0447
1540657700;9,1087
1540660775;9,3797
1540663850;10,1187
1540666925;9,8707
1540670000;9,2767
