Date: 2020-05-08 16:16:22

Measuring points
Start X: 210
End X: 234
Start Y: 120
End Y: 135
Z level: 4
Step size: 0
Start angle: 0
Stop angle: 0
Angle step: 0

Frequency;Amplitude
1539440000;9,1697
1539443075;9,6697
1539446150;10,3677
1539449225;11,1597
1539452300;10,4977
1539455375;9,2217
1539458450;10,7927
1539461525;9,8057
1539464600;10,2207
1539467675;10,0237
1539470750;10,1967
1539473825;9,5257
1539476900;9,5027
1539479975;9,5097
1539483050;10,0597
1539486125;11,2187
1539489200;10,5367
1539492275;10,7477
1539495350;9,5597
1539498425;10,3367
1539501500;9,6717
1539504575;12,2577
1539507650;16,0667
1539510725;15,6347
1539513800;9,7107
1539516875;9,3557
1539519950;9,5247
1539523025;9,5157
1539526100;9,3227
1539529175;9,1687
1539532250;9,8147
1539535325;10,6137
1539538400;9,4327
1539541475;10,5067
1539544550;9,3707
1539547625;9,7677
1539550700;9,7087
1539553775;9,6737
1539556850;9,9157
1539559925;11,1187
1539563000;10,0187
1539566075;9,8217
1539569150;10,0717
1539572225;10,0167
1539575300;10,6097
1539578375;12,3747
1539581450;16,6157
1539584525;16,9247
1539587600;10,5847
1539590675;9,7527
1539593750;9,4207
1539596825;10,4907
1539599900;10,0497
1539602975;10,2977
1539606050;10,2127
1539609125;9,7567
1539612200;9,5167
1539615275;10,0037
1539618350;11,0177
1539621425;10,3417
1539624500;10,8327
1539627575;10,0537
1539630650;9,9157
1539633725;10,1967
1539636800;9,5257
1539639875;10,2537
1539642950;9,8197
1539646025;9,3087
1539649100;10,0487
1539652175;12,2097
1539655250;17,4957
1539658325;17,7527
1539661400;10,2427
1539664475;10,0667
1539667550;10,2497
1539670625;9,7267
1539673700;9,8767
1539676775;10,3507
1539679850;9,5317
1539682925;10,5477
1539686000;9,6647
1539689075;9,8037
1539692150;10,3897
1539695225;9,3707
1539698300;9,8237
1539701375;10,1097
1539704450;9,8977
1539707525;9,0277
1539710600;10,8417
1539713675;9,9137
1539716750;10,4977
1539719825;9,8737
1539722900;9,9047
1539725975;11,9217
1539729050;17,7507
1539732125;18,0107
1539735200;10,9587
1539738275;10,4387
1539741350;9,8497
1539744425;9,8217
1539747500;9,7067
1539750575;10,1667
1539753650;10,9147
1539756725;9,6497
1539759800;10,2147
1539762875;9,5727
1539765950;9,4277
1539769025;9,3637
1539772100;9,8967
1539775175;10,3447
1539778250;9,8207
1539781325;10,5577
1539784400;10,6047
1539787475;10,9557
1539790550;10,9137
1539793625;9,0277
1539796700;9,7467
1539799775;12,8957
1539802850;17,8667
1539805925;18,5757
1539809000;13,6417
1539812075;10,0567
1539815150;9,5587
1539818225;9,5497
1539821300;9,4287
1539824375;9,3607
1539827450;9,5517
1539830525;10,4837
1539833600;9,7967
1539836675;9,5807
1539839750;9,7097
1539842825;10,9417
1539845900;10,1517
1539848975;10,9027
1539852050;11,7677
1539855125;11,1747
1539858200;9,2647
1539861275;11,1587
1539864350;9,7147
1539867425;9,2227
1539870500;9,6987
1539873575;11,3297
1539876650;18,2627
1539879725;18,4237
1539882800;13,2187
1539885875;9,4587
1539888950;9,5677
1539892025;9,9017
1539895100;9,8947
1539898175;10,3557
1539901250;9,8597
1539904325;10,1217
1539907400;10,3947
1539910475;10,0157
1539913550;9,2207
1539916625;10,4067
1539919700;9,9717
1539922775;9,8527
1539925850;10,8047
1539928925;10,5627
1539932000;10,0477
1539935075;10,1537
1539938150;9,2597
1539941225;10,3037
1539944300;9,1767
1539947375;11,3827
1539950450;18,4257
1539953525;18,9807
1539956600;14,1827
1539959675;9,8057
1539962750;10,0227
1539965825;10,1677
1539968900;10,1497
1539971975;9,4587
1539975050;9,8527
1539978125;10,2137
1539981200;10,3487
1539984275;9,1107
1539987350;10,5477
1539990425;9,9697
1539993500;10,6047
1539996575;11,5927
1539999650;10,0417
1540002725;10,5577
1540005800;9,7497
1540008875;14,2747
1540011950;10,1637
1540015025;12,7737
1540018100;13,2287
1540021175;25,6217
1540024250;33,0457
1540027325;33,7717
1540030400;29,3667
1540033475;18,9707
1540036550;12,3077
1540039625;12,3587
1540042700;11,1697
1540045775;10,4467
1540048850;11,6487
1540051925;12,7487
1540055000;11,7657
1540058075;12,8097
1540061150;9,9077
1540064225;9,8477
1540067300;10,7347
1540070375;9,5117
1540073450;10,4957
1540076525;10,4567
1540079600;10,2997
1540082675;9,9637
1540085750;10,8417
1540088825;10,5617
1540091900;9,6197
1540094975;11,1167
1540098050;15,6477
1540101125;19,1837
1540104200;15,9997
1540107275;10,4347
1540110350;9,9227
1540113425;9,7657
1540116500;9,7477
1540119575;10,1557
1540122650;9,1807
1540125725;10,1557
1540128800;9,9067
1540131875;9,9727
1540134950;8,9647
1540138025;9,4687
1540141100;9,9707
1540144175;9,9487
1540147250;9,7157
1540150325;9,7527
1540153400;10,2977
1540156475;10,5917
1540159550;9,7047
1540162625;10,1097
1540165700;9,6957
1540168775;9,9487
1540171850;15,5727
1540174925;18,9397
1540178000;17,2247
1540181075;9,6257
1540184150;9,5987
1540187225;9,2777
1540190300;9,8007
1540193375;9,8487
1540196450;10,0657
1540199525;11,2337
1540202600;9,4807
1540205675;10,3977
1540208750;10,3407
1540211825;10,3017
1540214900;9,7197
1540217975;11,1777
1540221050;10,5557
1540224125;9,4117
1540227200;9,9087
1540230275;9,4717
1540233350;10,0527
1540236425;9,2327
1540239500;10,1607
1540242575;12,5287
1540245650;15,8787
1540248725;18,5947
1540251800;16,6487
1540254875;9,7497
1540257950;9,6067
1540261025;9,8147
1540264100;9,1087
1540267175;9,5987
1540270250;10,5407
1540273325;10,2917
1540276400;10,0007
1540279475;9,4297
1540282550;10,0207
1540285625;10,3357
1540288700;9,5987
1540291775;9,8077
1540294850;9,3787
1540297925;9,5547
1540301000;10,1617
1540304075;9,8687
1540307150;10,1037
1540310225;9,8647
1540313300;10,3537
1540316375;9,6487
1540319450;15,5267
1540322525;18,4647
1540325600;17,6497
1540328675;10,4417
1540331750;9,4667
1540334825;9,7627
1540337900;9,7197
1540340975;9,7517
1540344050;10,3847
1540347125;9,3607
1540350200;10,4927
1540353275;9,6507
1540356350;9,3767
1540359425;9,5527
1540362500;9,5157
1540365575;10,0207
1540368650;9,9517
1540371725;10,0567
1540374800;10,3577
1540377875;10,1107
1540380950;11,4177
1540384025;11,6427
1540387100;10,7537
1540390175;12,4137
1540393250;12,5327
1540396325;17,4957
1540399400;16,6437
1540402475;12,7447
1540405550;9,4737
1540408625;9,8207
1540411700;9,7237
1540414775;9,9177
1540417850;10,5317
1540420925;9,8427
1540424000;9,7587
1540427075;9,7187
1540430150;9,1847
1540433225;9,8737
1540436300;9,6967
1540439375;10,8877
1540442450;10,5337
1540445525;9,9217
1540448600;9,9107
1540451675;10,4887
1540454750;9,4627
1540457825;9,8667
1540460900;9,7097
1540463975;9,8597
1540467050;12,7157
1540470125;16,8507
1540473200;16,2137
1540476275;11,1577
1540479350;9,5767
1540482425;9,3307
1540485500;9,9087
1540488575;9,5657
1540491650;9,2257
