Date: 2020-05-07 14:10:10

Measuring points
Start X: 207
End X: 264
Start Y: 126
End Y: 144
Z level: 4
Step size: 0
Start angle: 0
Stop angle: 0
Angle step: 0

Frequency;Amplitude
1539440000;10,2887
1539443075;10,1557
1539446150;10,0447
1539449225;11,0147
1539452300;10,5987
1539455375;9,3187
1539458450;10,2537
1539461525;9,1327
1539464600;9,6307
1539467675;9,6587
1539470750;10,6337
1539473825;9,9227
1539476900;10,8377
1539479975;9,4817
1539483050;9,2747
1539486125;9,9487
1539489200;9,6237
1539492275;9,4597
1539495350;9,6217
1539498425;9,4037
1539501500;9,2587
1539504575;10,9037
1539507650;12,1007
1539510725;13,5127
1539513800;10,1527
1539516875;9,7747
1539519950;9,1807
1539523025;9,5997
1539526100;9,7107
1539529175;9,3817
1539532250;10,3957
1539535325;9,9227
1539538400;9,0787
1539541475;10,5847
1539544550;9,6147
1539547625;10,0957
1539550700;9,6567
1539553775;10,1687
1539556850;10,8357
1539559925;10,1207
1539563000;10,4007
1539566075;9,4317
1539569150;9,8737
1539572225;10,7037
1539575300;9,9657
1539578375;9,7997
1539581450;15,2297
1539584525;14,3507
1539587600;10,2697
1539590675;9,3577
1539593750;10,6997
1539596825;9,2587
1539599900;10,7877
1539602975;10,2017
1539606050;10,0467
1539609125;10,1667
1539612200;9,5027
1539615275;9,2837
1539618350;10,4497
1539621425;10,1437
1539624500;10,1967
1539627575;9,9937
1539630650;9,4657
1539633725;9,7997
1539636800;9,3597
1539639875;10,1417
1539642950;9,7707
1539646025;11,0177
1539649100;9,6187
1539652175;11,3767
1539655250;17,3767
1539658325;16,8177
1539661400;9,6567
1539664475;9,7977
1539667550;10,8377
1539670625;9,9967
1539673700;9,6257
1539676775;11,1597
1539679850;10,2947
1539682925;9,6057
1539686000;9,7477
1539689075;9,6657
1539692150;10,4447
1539695225;9,4697
1539698300;10,4137
1539701375;9,9637
1539704450;9,6017
1539707525;9,6587
1539710600;10,0167
1539713675;10,1157
1539716750;9,7977
1539719825;10,8927
1539722900;9,0367
1539725975;10,6997
1539729050;15,9017
1539732125;15,7017
1539735200;10,0237
1539738275;10,4387
1539741350;10,8887
1539744425;9,7087
1539747500;9,6517
1539750575;9,8457
1539753650;10,0647
1539756725;10,8437
1539759800;9,9047
1539762875;10,0097
1539765950;9,5117
1539769025;9,5127
1539772100;9,6187
1539775175;9,6707
1539778250;9,7587
1539781325;10,1017
1539784400;9,4197
1539787475;11,4467
1539790550;12,2127
1539793625;9,5567
1539796700;9,8687
1539799775;9,8207
1539802850;14,4877
1539805925;15,2707
1539809000;9,3257
1539812075;9,6207
1539815150;9,9997
1539818225;9,4157
1539821300;9,6527
1539824375;10,4617
1539827450;9,6577
1539830525;9,6227
1539833600;10,4857
1539836675;10,5517
1539839750;9,3167
1539842825;10,4597
1539845900;9,7117
1539848975;10,1177
1539852050;10,2437
1539855125;10,8497
1539858200;10,0027
1539861275;10,0677
1539864350;9,1747
1539867425;10,1457
1539870500;10,2157
1539873575;10,5817
1539876650;15,6337
1539879725;15,2797
1539882800;10,5357
1539885875;9,0617
1539888950;10,2457
1539892025;9,2737
1539895100;10,1567
1539898175;9,3717
1539901250;9,4517
1539904325;9,3327
1539907400;9,8247
1539910475;9,5157
1539913550;9,4807
1539916625;10,6897
1539919700;9,4537
1539922775;10,2137
1539925850;9,6087
1539928925;10,0657
1539932000;9,8257
1539935075;10,2457
1539938150;9,2647
1539941225;9,9127
1539944300;10,6587
1539947375;17,4907
1539950450;24,1147
1539953525;24,0717
1539956600;17,9107
1539959675;9,2737
1539962750;9,8057
1539965825;10,0477
1539968900;9,7967
1539971975;9,2577
1539975050;9,6507
1539978125;9,8077
1539981200;10,4837
1539984275;9,3827
1539987350;9,3567
1539990425;9,4247
1539993500;9,6637
1539996575;10,1977
1539999650;9,5807
1540002725;12,3587
1540005800;11,1017
1540008875;10,7067
1540011950;10,1677
1540015025;11,1147
1540018100;17,1817
1540021175;27,9967
1540024250;38,4027
1540027325;39,2197
1540030400;30,4637
1540033475;14,9957
1540036550;10,3147
1540039625;9,5547
1540042700;11,2247
1540045775;9,7017
1540048850;9,2807
1540051925;10,5477
1540055000;10,5037
1540058075;11,4257
1540061150;10,3137
1540064225;9,4577
1540067300;9,7957
1540070375;9,8547
1540073450;10,0647
1540076525;9,8567
1540079600;9,8237
1540082675;10,2977
1540085750;9,9137
1540088825;9,5277
1540091900;10,3397
1540094975;14,7037
1540098050;23,2767
1540101125;24,5277
1540104200;19,3467
1540107275;9,5707
1540110350;10,1667
1540113425;9,3317
1540116500;9,4577
1540119575;9,4547
1540122650;10,0057
1540125725;10,6077
1540128800;10,2167
1540131875;10,3477
1540134950;11,4797
1540138025;9,8087
1540141100;10,8467
1540144175;9,4057
1540147250;9,6127
1540150325;9,6767
1540153400;9,5517
1540156475;9,9667
1540159550;9,5167
1540162625;9,9227
1540165700;9,9507
1540168775;10,8467
1540171850;12,3017
1540174925;13,6387
1540178000;10,6377
1540181075;10,3347
1540184150;9,7147
1540187225;9,4117
1540190300;10,5557
1540193375;9,5707
1540196450;10,1417
1540199525;10,9897
1540202600;10,3867
1540205675;10,2117
1540208750;10,6597
1540211825;10,8927
1540214900;10,0007
1540217975;9,3267
1540221050;10,8507
1540224125;9,5507
1540227200;9,7447
1540230275;9,6047
1540233350;10,0547
1540236425;10,3017
1540239500;10,0047
1540242575;9,9017
1540245650;10,7447
1540248725;11,5007
1540251800;10,1147
1540254875;9,3807
1540257950;10,3497
1540261025;9,5747
1540264100;9,5047
1540267175;10,2487
1540270250;10,2137
1540273325;10,0467
1540276400;9,4297
1540279475;10,6087
1540282550;10,3057
1540285625;9,9547
1540288700;10,6597
1540291775;9,6997
1540294850;9,7257
1540297925;9,8447
1540301000;9,2687
1540304075;9,6117
1540307150;9,6137
1540310225;9,3697
1540313300;9,1557
1540316375;10,1037
1540319450;13,1657
1540322525;15,7437
1540325600;11,0977
1540328675;9,6167
1540331750;9,4737
1540334825;10,2527
1540337900;9,8927
1540340975;9,1187
1540344050;10,4997
1540347125;9,5217
1540350200;9,6077
1540353275;9,6067
1540356350;9,8077
1540359425;9,5177
1540362500;10,5087
1540365575;9,4227
1540368650;9,8717
1540371725;9,8597
1540374800;9,9607
1540377875;9,2217
1540380950;10,4017
1540384025;10,5607
1540387100;10,5567
1540390175;9,9517
1540393250;14,4917
1540396325;16,6257
1540399400;14,8967
1540402475;9,9497
1540405550;9,6467
1540408625;9,4177
1540411700;9,8537
1540414775;9,7017
1540417850;9,1187
1540420925;9,5047
1540424000;9,7237
1540427075;9,8717
1540430150;9,5497
1540433225;10,0487
1540436300;10,0547
1540439375;9,4807
1540442450;9,9037
1540445525;9,9907
1540448600;10,0507
1540451675;10,4487
1540454750;9,9167
1540457825;10,2987
1540460900;9,4007
1540463975;10,2397
1540467050;9,9607
1540470125;13,6437
1540473200;13,1487
1540476275;9,8227
1540479350;9,7127
1540482425;9,5107
1540485500;8,9747
1540488575;10,1087
1540491650;9,7967
1540494725;10,3037
1540497800;9,8627
1540500875;9,9567
1540503950;9,3657
1540507025;10,0657
1540510100;9,5967
1540513175;10,1677
1540516250;10,0657
1540519325;9,8227
1540522400;11,4897
1540525475;9,5987
1540528550;9,1547
1540531625;9,1097
1540534700;10,2487
1540537775;10,0397
1540540850;10,6597
1540543925;11,9837
1540547000;10,8477
1540550075;9,9067
1540553150;9,8707
1540556225;9,3747
1540559300;10,4067
1540562375;9,5587
1540565450;9,5987
1540568525;10,2067
1540571600;9,9107
1540574675;9,5217
1540577750;10,5997
1540580825;10,2007
1540583900;9,9907
1540586975;9,8097
1540590050;10,8047
1540593125;10,5957
1540596200;9,9557
1540599275;9,4597
1540602350;9,7007
1540605425;10,0677
1540608500;9,5757
1540611575;9,6547
1540614650;10,2977
1540617725;13,7867
1540620800;13,5067
1540623875;10,0427
1540626950;10,8447
1540630025;9,6497
1540633100;10,3547
1540636175;10,0567
1540639250;8,7307
1540642325;9,2137
1540645400;9,1277
1540648475;9,8587
1540651550;10,6587
1540654625;10,3047
1540657700;10,2367
1540660775;9,7247
1540663850;9,7487
1540666925;9,1567
1540670000;11,1567
