Date: 2020-05-07 14:33:55

Measuring points
Start X: 207
End X: 264
Start Y: 126
End Y: 144
Z level: 4
Step size: 0
Start angle: 0
Stop angle: 0
Angle step: 0

Frequency;Amplitude
1539440000;9,6657
1539443075;10,6417
1539446150;9,6587
1539449225;11,0477
1539452300;10,2167
1539455375;9,2147
1539458450;10,6027
1539461525;10,0537
1539464600;10,2207
1539467675;9,8237
1539470750;10,2407
1539473825;9,0327
1539476900;10,3507
1539479975;9,9637
1539483050;10,5857
1539486125;9,7567
1539489200;9,4127
1539492275;10,2927
1539495350;9,9617
1539498425;9,6257
1539501500;9,6257
1539504575;12,1407
1539507650;15,3637
1539510725;14,6077
1539513800;10,0007
1539516875;9,4597
1539519950;10,4477
1539523025;9,6187
1539526100;10,3157
1539529175;9,8037
1539532250;10,7087
1539535325;10,0027
1539538400;9,8177
1539541475;9,3597
1539544550;10,5637
1539547625;9,9047
1539550700;10,2447
1539553775;10,0687
1539556850;10,0167
1539559925;9,9207
1539563000;10,1507
1539566075;10,6877
1539569150;10,0957
1539572225;10,0957
1539575300;10,1597
1539578375;11,7577
1539581450;16,9657
1539584525;16,6017
1539587600;9,2307
1539590675;9,5297
1539593750;9,1587
1539596825;10,3617
1539599900;9,7127
1539602975;9,7567
1539606050;9,4117
1539609125;9,7107
1539612200;10,0187
1539615275;9,6277
1539618350;10,0097
1539621425;9,1187
1539624500;9,5527
1539627575;10,2647
1539630650;9,8087
1539633725;10,1437
1539636800;9,3597
1539639875;9,1097
1539642950;10,6427
1539646025;10,5027
1539649100;9,7177
1539652175;12,4877
1539655250;16,4127
1539658325;16,5197
1539661400;10,5477
1539664475;9,5317
1539667550;10,2677
1539670625;10,6877
1539673700;9,8677
1539676775;9,9507
1539679850;9,1367
1539682925;9,2837
1539686000;9,3067
1539689075;10,6507
1539692150;9,6737
1539695225;10,0117
1539698300;10,2427
1539701375;9,5577
1539704450;10,7967
1539707525;9,2127
1539710600;9,8127
1539713675;9,5707
1539716750;10,1447
1539719825;10,8577
1539722900;10,4537
1539725975;12,3147
1539729050;16,7977
1539732125;16,5247
1539735200;9,9087
1539738275;10,0447
1539741350;10,1617
1539744425;9,7287
1539747500;9,7547
1539750575;9,9567
1539753650;9,7157
1539756725;9,8517
1539759800;10,3957
1539762875;9,5997
1539765950;9,9027
1539769025;10,2577
1539772100;9,9037
1539775175;8,9377
1539778250;10,1057
1539781325;9,6177
1539784400;10,1067
1539787475;12,8307
1539790550;11,6997
1539793625;9,8577
1539796700;10,2417
1539799775;13,5087
1539802850;17,4927
1539805925;18,2767
1539809000;9,5497
1539812075;10,3487
1539815150;9,6667
1539818225;10,3077
1539821300;9,5197
1539824375;10,4947
1539827450;9,9167
1539830525;9,1857
1539833600;9,0367
1539836675;10,0637
1539839750;10,1977
1539842825;10,7067
1539845900;9,0577
1539848975;9,5127
1539852050;10,3037
1539855125;9,6267
1539858200;10,2087
1539861275;10,1567
1539864350;9,5307
1539867425;10,4527
1539870500;9,9627
1539873575;12,2677
1539876650;18,4797
1539879725;19,2457
1539882800;10,8877
1539885875;10,3647
1539888950;9,3677
1539892025;10,1917
1539895100;9,8617
1539898175;9,7217
1539901250;10,8517
1539904325;9,6647
1539907400;9,3607
1539910475;9,6207
1539913550;9,0317
1539916625;9,5037
1539919700;10,2097
1539922775;9,9427
1539925850;9,8737
1539928925;10,4637
1539932000;10,9027
1539935075;9,2207
1539938150;10,3997
1539941225;9,1577
1539944300;9,8687
1539947375;13,0807
1539950450;18,9647
1539953525;19,4817
1539956600;13,0867
1539959675;9,6637
1539962750;9,1357
1539965825;9,5197
1539968900;10,1407
1539971975;9,6087
1539975050;9,1337
1539978125;10,6457
1539981200;10,2947
1539984275;11,2287
1539987350;9,8627
