Date: 2020-05-07 15:04:28

Measuring points
Start X: 207
End X: 264
Start Y: 126
End Y: 144
Z level: 4
Step size: 0
Start angle: 0
Stop angle: 0
Angle step: 0

Frequency;Amplitude
1539440000;9,4237
1539443075;9,6557
1539446150;10,1617
1539449225;10,1137
1539452300;9,6517
1539455375;10,7607
1539458450;10,1207
1539461525;10,6817
1539464600;10,2427
1539467675;10,1097
1539470750;9,7597
1539473825;9,4117
1539476900;10,3177
1539479975;9,4837
1539483050;10,0207
1539486125;9,7027
1539489200;9,5737
1539492275;9,6077
1539495350;9,4317
1539498425;9,2157
1539501500;10,0957
1539504575;11,6067
1539507650;15,2697
1539510725;15,3617
1539513800;10,1447
1539516875;10,1097
1539519950;10,3387
1539523025;10,1137
1539526100;9,7587
1539529175;10,7317
1539532250;10,4477
1539535325;10,0557
1539538400;8,9407
1539541475;10,1707
1539544550;9,6537
1539547625;10,0627
1539550700;9,6517
1539553775;9,5737
1539556850;10,2577
1539559925;9,7137
1539563000;10,2517
1539566075;10,3507
1539569150;9,3267
1539572225;9,8267
1539575300;9,5167
1539578375;10,8867
1539581450;15,5927
1539584525;15,0527
1539587600;9,2747
1539590675;11,0217
1539593750;9,3637
1539596825;9,9707
1539599900;10,2147
1539602975;11,0167
1539606050;10,0687
1539609125;9,8057
1539612200;9,1667
1539615275;10,4367
1539618350;9,4637
1539621425;10,2007
1539624500;9,9207
1539627575;9,2587
1539630650;9,3157
1539633725;9,3247
1539636800;10,3107
1539639875;9,7127
1539642950;9,7087
1539646025;10,5857
1539649100;10,0717
1539652175;12,3287
1539655250;17,2917
1539658325;16,4197
1539661400;9,6787
1539664475;9,7677
1539667550;9,8267
1539670625;9,7217
1539673700;9,6097
1539676775;10,1687
1539679850;9,7137
1539682925;10,5107
1539686000;9,6037
1539689075;9,3207
1539692150;10,3977
1539695225;9,9547
1539698300;9,6127
1539701375;9,3847
1539704450;10,2007
1539707525;9,6677
1539710600;9,5707
1539713675;9,5187
1539716750;9,6107
1539719825;10,4407
1539722900;9,5577
1539725975;10,7827
1539729050;17,7487
1539732125;18,2107
1539735200;10,4917
1539738275;10,7107
1539741350;9,7547
1539744425;10,2207
1539747500;9,7197
1539750575;9,7767
1539753650;9,4787
1539756725;10,0537
1539759800;10,4027
1539762875;10,2887
1539765950;9,5707
1539769025;9,8647
1539772100;9,9657
1539775175;9,6707
1539778250;9,4807
1539781325;9,9197
1539784400;9,6267
1539787475;11,7087
1539790550;12,5437
1539793625;10,3517
1539796700;10,4507
1539799775;13,0527
1539802850;17,7367
1539805925;18,0697
1539809000;9,8137
1539812075;10,4547
1539815150;11,1127
1539818225;9,8557
1539821300;11,0497
1539824375;9,5267
1539827450;9,6617
1539830525;9,8707
1539833600;9,9077
1539836675;9,7487
1539839750;10,4147
1539842825;9,9697
1539845900;10,2617
1539848975;10,0657
1539852050;9,8207
1539855125;9,7737
1539858200;10,3857
1539861275;9,5727
1539864350;10,8917
1539867425;9,9017
1539870500;10,6527
1539873575;11,7707
1539876650;18,4867
1539879725;19,0057
1539882800;9,8737
1539885875;10,0687
1539888950;10,1167
1539892025;10,3147
1539895100;10,1607
1539898175;9,7097
1539901250;9,8707
1539904325;9,4807
1539907400;9,2097
1539910475;10,1697
1539913550;10,7527
1539916625;10,1997
1539919700;9,5107
1539922775;9,4087
1539925850;9,2057
1539928925;9,5237
1539932000;9,2577
1539935075;9,6637
1539938150;10,9667
1539941225;9,7577
1539944300;10,0617
1539947375;12,0797
1539950450;18,8707
1539953525;18,9687
1539956600;12,0757
1539959675;9,4737
1539962750;9,3267
1539965825;10,8587
1539968900;9,4737
1539971975;10,2027
1539975050;9,5567
1539978125;9,4587
1539981200;10,6087
1539984275;10,8437
1539987350;9,4117
1539990425;10,3627
1539993500;9,6247
1539996575;10,1057
1539999650;9,9127
1540002725;9,6687
1540005800;9,9037
1540008875;11,3207
1540011950;12,5987
1540015025;9,7237
1540018100;14,2177
1540021175;22,9917
1540024250;32,3357
1540027325;33,2347
1540030400;26,6347
1540033475;12,3137
1540036550;10,2177
1540039625;11,1057
1540042700;10,0177
1540045775;9,6527
1540048850;10,0477
1540051925;9,6707
1540055000;9,6267
1540058075;10,1967
1540061150;11,7057
1540064225;10,1157
1540067300;10,5617
1540070375;9,8697
1540073450;11,0547
1540076525;9,8717
1540079600;9,6997
1540082675;10,6887
1540085750;9,8987
1540088825;9,9947
1540091900;9,5207
1540094975;10,6427
1540098050;17,5407
1540101125;18,7007
1540104200;15,5907
1540107275;10,3027
1540110350;9,2707
1540113425;10,2367
1540116500;11,2687
1540119575;11,0637
1540122650;10,7387
1540125725;9,4797
1540128800;9,3027
1540131875;10,5527
1540134950;9,4597
1540138025;9,7007
1540141100;9,7177
1540144175;10,1557
1540147250;10,3987
1540150325;9,4217
1540153400;8,5757
1540156475;9,8517
1540159550;9,7247
1540162625;10,8317
1540165700;9,3257
1540168775;10,7017
1540171850;15,4287
1540174925;19,2847
1540178000;14,7507
1540181075;10,3957
1540184150;8,8347
1540187225;10,1047
1540190300;9,2827
1540193375;9,9587
1540196450;10,4467
1540199525;10,2447
1540202600;9,3637
1540205675;10,2547
1540208750;11,0147
